,SMILES,gap
52097,O=COCC12CC(C1)C2,0.2857
52098,O=COCC12CC(C1)O2,0.2612
52099,O=COCC12CN(C1)C2,0.242
52100,N=COCC12CC1CC2,0.2811
52101,N=COCC12CC1CO2,0.2759
52102,N=COCC12CC1OC2,0.2637
52103,N=COCC12CCC1N2,0.2798
52104,N=COCC12CCC1O2,0.2846
52105,O=CCCC12CC1CC2,0.2242
52106,O=CCCC12CC1CO2,0.2195
52107,O=CCCC12CC1OC2,0.2122
52108,O=CCCC12CCC1N2,0.2265
52109,O=CCCC12CCC1O2,0.2267
52110,O=CCCC12CN1CC2,0.2144
52111,O=CCNC12CC1OC2,0.2004
52112,O=CCOC12CC1CC2,0.2238
52113,O=CCOC12CC1OC2,0.2086
52114,O=CNCC12CC1CC2,0.2769
52115,O=CNCC12CC1CO2,0.2679
52116,O=CNCC12CC1OC2,0.2552
52117,O=CNCC12CCC1N2,0.2774
52118,O=CNCC12CCC1O2,0.2795
52119,O=CNCC12CN1CC2,0.2701
52120,O=COCC12CC1CC2,0.2761
52121,O=COCC12CC1CO2,0.2621
52122,O=COCC12CC1OC2,0.2532
52123,O=COCC12CCC1N2,0.279
52124,O=COCC12CCC1O2,0.2741
52125,N=COCC1=CCOC1,0.2421
52126,N=COCC1=NCCO1,0.2567
52127,O=CCCC1=CCCC1,0.2126
52128,O=CCCC1=CCOC1,0.2067
52129,O=CCCC1=NCCO1,0.2279
52130,O=CCNC1=NCCO1,0.2096
52131,O=CCOC1=NCCN1,0.1922
52132,O=CNCC1=CCCC1,0.2507
52133,O=CNCC1=CCOC1,0.2398
52134,O=CNCC1=NCCO1,0.2612
52135,O=COCC1=CCCC1,0.2508
52136,O=COCC1=CCOC1,0.2406
52137,O=COCC1=NCCO1,0.2637
52138,N=COCC1C2CC1C2,0.2825
52139,N=COCC1C2CC1O2,0.2627
52140,N=COCC1C2CN1C2,0.2698
52141,O=CCCC1C2CC1C2,0.2289
52142,O=CCCC1C2CC1O2,0.2164
52143,O=CCCC1C2CN1C2,0.2171
52144,O=CCCN1C2CC1C2,0.2049
52145,O=CCNC1C2CC1O2,0.2043
52146,O=CCOC1C2CC1C2,0.229
52147,O=CCOC1C2CC1O2,0.2134
52148,O=CNCC1C2CC1C2,0.2828
52149,O=CNCC1C2CC1O2,0.2563
52150,O=CNCC1C2CN1C2,0.2763
52151,O=COCC1C2CC1C2,0.2854
52152,O=COCC1C2CC1O2,0.2537
52153,O=COCC1C2CN1C2,0.2569
52154,N=COCC1C2CCC12,0.2816
52155,N=COCC1C2COC12,0.278
52156,O=CCCC1C2CCC12,0.2261
52157,O=CCCC1C2CCN12,0.2099
52158,O=CCCC1C2COC12,0.2248
52159,O=CCCN1C2CCC12,0.2219
52160,O=CCNC1C2COC12,0.2025
52161,O=CCOC1C2CCC12,0.226
52162,O=CCOC1C2COC12,0.2135
52163,O=CNCC1C2CCC12,0.2805
52164,O=CNCC1C2CCN12,0.2559
52165,O=CNCC1C2COC12,0.2749
52166,O=COCC1C2CCC12,0.2769
52167,O=COCC1C2COC12,0.2677
52168,N=C1CC(CCC=O)O1,0.2296
52169,N=C1CC(CNC=O)O1,0.2786
52170,N=C1CC(COC=O)O1,0.2784
52171,N=COCC1CC(=N)O1,0.2783
52172,N=COCC1CC(=O)C1,0.2227
52173,N=COCC1CC(=O)N1,0.2724
52174,N=COCC1CC(=O)O1,0.2664
52175,O=CCCC1CC(=O)C1,0.2192
52176,O=CCCC1CC(=O)N1,0.2249
52177,O=CCCC1CC(=O)O1,0.2295
52178,O=CCCN1CC(=O)C1,0.2087
52179,O=CCOC1CC(=O)C1,0.2147
52180,O=CNCC1CC(=O)C1,0.222
52181,O=CNCC1CC(=O)N1,0.2693
52182,O=CNCC1CC(=O)O1,0.264
52183,O=COCC1CC(=O)C1,0.2227
52184,O=COCC1CC(=O)N1,0.2604
52185,O=COCC1CC(=O)O1,0.278
52186,N=COCC1CC1C#C,0.2758
52187,N=COCC1CC1C#N,0.2837
52188,N=COCC1NC1C#C,0.2693
52189,N=COCC1NC1C#N,0.2652
52190,N=COCC1OC1C#C,0.2641
52191,N=COCC1OC1C#N,0.2541
52192,O=CCCC1CC1C#C,0.2244
52193,O=CCCC1CC1C#N,0.2285
52194,O=CCCC1NC1C#C,0.2267
52195,O=CCCC1NC1C#N,0.2284
52196,O=CCCC1OC1C#C,0.2285
52197,O=CCCC1OC1C#N,0.2284
52198,O=CCCN1CC1C#C,0.2161
52199,O=CCCN1CC1C#N,0.228
52200,O=CCNC1CC1C#N,0.2112
52201,O=CCOC1CC1C#C,0.2191
52202,O=CCOC1CC1C#N,0.229
52203,O=CNCC1CC1C#C,0.275
52204,O=CNCC1CC1C#N,0.2781
52205,O=CNCC1NC1C#C,0.2719
52206,O=CNCC1NC1C#N,0.2692
52207,O=CNCC1OC1C#C,0.2651
52208,O=CNCC1OC1C#N,0.2535
52209,O=COCC1CC1C#C,0.2666
52210,O=COCC1CC1C#N,0.2838
52211,O=COCC1NC1C#C,0.2728
52212,O=COCC1NC1C#N,0.2754
52213,O=COCC1OC1C#C,0.2733
52214,O=COCC1OC1C#N,0.2648
52215,N=COCC1CC1C=O,0.2284
52216,N=COCC1CN1C=O,0.2481
52217,N=COCC1NC1C=O,0.2218
52218,N=COCC1OC1C=O,0.2168
52219,O=CCCC1CC1C=O,0.2233
52220,O=CCCC1CN1C=O,0.2255
52221,O=CCCC1NC1C=O,0.2181
52222,O=CCCC1OC1C=O,0.2107
52223,O=CCCN1CC1C=O,0.2114
52224,O=CCOC1CC1C=O,0.2145
52225,O=CNCC1CC1C=O,0.2272
52226,O=CNCC1CN1C=O,0.2476
52227,O=CNCC1NC1C=O,0.2208
52228,O=CNCC1OC1C=O,0.2147
52229,O=COCC1CC1C=O,0.2236
52230,O=COCC1CN1C=O,0.2525
52231,O=COCC1NC1C=O,0.222
52232,O=COCC1OC1C=O,0.2191
52233,N=COCC1CC2CC12,0.2818
52234,N=COCC1CC2NC12,0.2668
52235,N=COCC1CC2OC12,0.2838
52236,N=COCC1OC2CC12,0.2777
52237,O=CCCC1CC2CC12,0.2275
52238,O=CCCC1CC2CN12,0.2201
52239,O=CCCC1CC2NC12,0.2176
52240,O=CCCC1CC2OC12,0.2274
52241,O=CCCC1CN2CC12,0.2149
52242,O=CCCC1OC2CC12,0.2253
52243,O=CCNC1CN2CC12,0.2011
52244,O=CCOC1CC2CC12,0.2274
52245,O=CCOC1CC2NC12,0.2118
52246,O=CCOC1CC2OC12,0.2269
52247,O=CCOC1CN2CC12,0.2121
52248,O=CNCC1CC2CC12,0.2766
52249,O=CNCC1CC2CN12,0.2778
52250,O=CNCC1CC2NC12,0.2635
52251,O=CNCC1CC2OC12,0.2777
52252,O=CNCC1CN2CC12,0.2563
52253,O=CNCC1OC2CC12,0.279
52254,O=COCC1CC2CC12,0.2763
52255,O=COCC1CC2NC12,0.256
52256,O=COCC1CC2OC12,0.2758
52257,O=COCC1OC2CC12,0.2657
52258,N=COCC1CN=CO1,0.2657
52259,O=CCCC1CC=CC1,0.2237
52260,O=CCCC1CN=CO1,0.2278
52261,O=CCOC1CC=CC1,0.2198
52262,O=CCOC1CN=CO1,0.2287
52263,O=CNCC1CC=CC1,0.2652
52264,O=CNCC1CN=CO1,0.2667
52265,O=COCC1CC=CC1,0.258
52266,O=COCC1CN=CO1,0.2673
52267,N=C1OCC1CCC=O,0.2288
52268,N=C1OCC1CNC=O,0.261
52269,N=C1OCC1COC=O,0.284
52270,N=C1OCC1NCC=O,0.224
52271,N=C1OCC1OCC=O,0.2293
52272,N=COCC1CCC1=O,0.2182
52273,N=COCC1CNC1=O,0.2748
52274,N=COCC1COC1=N,0.271
52275,N=COCC1COC1=O,0.2623
52276,N=COCC1NCC1=O,0.2098
52277,N=COCC1OCC1=O,0.211
52278,O=CCCC1CCC1=O,0.2147
52279,O=CCCC1CNC1=O,0.2284
52280,O=CCCC1COC1=O,0.2283
52281,O=CCCC1NCC1=O,0.2108
52282,O=CCCC1OCC1=O,0.2094
52283,O=CCCN1CCC1=O,0.2151
52284,O=CCNC1CCC1=O,0.2025
52285,O=CCNC1CNC1=O,0.218
52286,O=CCNC1COC1=O,0.2232
52287,O=CCOC1CCC1=O,0.2032
52288,O=CCOC1CNC1=O,0.2171
52289,O=CCOC1COC1=O,0.2281
52290,O=CNCC1CCC1=O,0.2145
52291,O=CNCC1CNC1=O,0.2662
52292,O=CNCC1COC1=O,0.2534
52293,O=CNCC1NCC1=O,0.2119
52294,O=CNCC1OCC1=O,0.2128
52295,O=COCC1CCC1=O,0.2209
52296,O=COCC1CNC1=O,0.2762
52297,O=COCC1COC1=O,0.2749
52298,O=COCC1NCC1=O,0.2169
52299,O=COCC1OCC1=O,0.2224
52300,N=COCC1COC=N1,0.2614
52301,N=COCC1OCC=C1,0.2402
52302,O=CCCC1CCC=C1,0.2247
52303,O=CCCC1COC=N1,0.2287
52304,O=CCCC1OCC=C1,0.2226
52305,O=CCOC1CCC=C1,0.2271
52306,O=CCOC1OCC=C1,0.2285
52307,O=CNCC1CCC=C1,0.2581
52308,O=CNCC1COC=N1,0.257
52309,O=CNCC1OCC=C1,0.2437
52310,O=COCC1CCC=C1,0.2547
52311,O=COCC1COC=N1,0.2626
52312,O=COCC1OCC=C1,0.2457
52313,N=COCC1CCCO1,0.286
52314,N=COCC1CCOC1,0.2787
52315,N=COCC1COCO1,0.2815
52316,N=COCC1OCCO1,0.2743
52317,O=CCCC1CCCC1,0.229
52318,O=CCCC1CCCO1,0.2294
52319,O=CCCC1CCOC1,0.2231
52320,O=CCCC1COCO1,0.2293
52321,O=CCCC1OCCO1,0.2297
52322,O=CCOC1CCCC1,0.2288
52323,O=CCOC1CCCO1,0.2295
52324,O=CCOC1CCOC1,0.221
52325,O=CNCC1CCCC1,0.2824
52326,O=CNCC1CCCO1,0.2808
52327,O=CNCC1CCOC1,0.2786
52328,O=CNCC1COCO1,0.282
52329,O=CNCC1OCCO1,0.2702
52330,O=COCC1CCCC1,0.2866
52331,O=COCC1CCCO1,0.2809
52332,O=COCC1CCOC1,0.2698
52333,O=COCC1COCO1,0.2819
52334,O=COCC1OCCO1,0.2724
52335,O=CCCN=C1CCO1,0.2263
52336,O=CCOC=NC1CC1,0.2004
52337,O=CCNC=NCC#N,0.217
52338,O=CCOC=NCC#C,0.2111
52339,O=CCOC=NCC#N,0.2198
52340,O=CCCN=CNC=O,0.2187
52341,O=CCCN=COC=O,0.2245
52342,O=CCOC=NCC=O,0.2034
52343,N=COCCC#CC#C,0.2302
52344,N=COCCC#CC#N,0.2319
52345,O=CCCCC#CC#C,0.2151
52346,O=CCCCC#CC#N,0.216
52347,O=CCNCC#CC#C,0.2138
52348,O=CCNCC#CC#N,0.2085
52349,O=CCOCC#CC#C,0.2189
52350,O=CCOCC#CC#N,0.2132
52351,O=CNCCC#CC#C,0.228
52352,O=CNCCC#CC#N,0.2295
52353,O=COCCC#CC#C,0.2297
52354,O=COCCC#CC#N,0.243
52355,N=COCCC#CC=O,0.2047
52356,O=CCCCC#CC=O,0.1972
52357,O=CCNCC#CC=O,0.191
52358,O=CCOCC#CC=O,0.199
52359,O=CNCCC#CC=O,0.2046
52360,O=COCCC#CC=O,0.2042
52361,N=C(NCCC=O)C#N,0.2126
52362,N=C(OCCC=O)C#C,0.2232
52363,N=C(OCCC=O)C#N,0.2067
52364,N=COCCC(=O)C#C,0.1975
52365,N=COCCC(=O)C#N,0.1797
52366,O=CCCCC(=O)C#C,0.1887
52367,O=CCCCC(=O)C#N,0.1697
52368,O=CCCNC(=O)C#C,0.2153
52369,O=CCCOC(=O)C#C,0.2142
52370,O=CCCOC(=O)C#N,0.1976
52371,O=CCNCC(=O)C#C,0.1739
52372,O=CCNCC(=O)C#N,0.1608
52373,O=CCOCC(=O)C#C,0.1943
52374,O=CCOCC(=O)C#N,0.1758
52375,O=CNCCC(=O)C#C,0.1971
52376,O=CNCCC(=O)C#N,0.1807
52377,O=COCCC(=O)C#C,0.2071
52378,O=COCCC(=O)C#N,0.1916
52379,N=C(NCCC=O)C=O,0.1735
52380,N=C(OCCC=O)C=O,0.1806
52381,N=COCCC(=O)C=O,0.1576
52382,O=CCCCC(=O)C=O,0.1504
52383,O=CCCNC(=O)C=O,0.1713
52384,O=CCCOC(=O)C=O,0.1729
52385,O=CCNCC(=O)C=O,0.1344
52386,O=CCOCC(=O)C=O,0.1334
52387,O=CNCCC(=O)C=O,0.1539
52388,O=COCCC(=O)C=O,0.156
52389,N=COCCC1CCO1,0.2797
52390,N=COCCC1COC1,0.2699
52391,O=CCCCC1CCC1,0.2286
52392,O=CCCCC1CCO1,0.2271
52393,O=CCCCC1COC1,0.2249
52394,O=CCCOC1CCC1,0.2282
52395,O=CCCOC1COC1,0.2233
52396,O=CCOCC1CCC1,0.229
52397,O=CCOCC1CCO1,0.2159
52398,O=CCOCC1COC1,0.2197
52399,O=CNCCC1CCC1,0.2835
52400,O=CNCCC1CCO1,0.2783
52401,O=CNCCC1COC1,0.2765
52402,O=COCCC1CCC1,0.2864
52403,O=COCCC1CCO1,0.2695
52404,O=COCCC1COC1,0.2603
52405,N=COCCCC1CO1,0.2836
52406,N=COCCOC1CC1,0.2854
52407,O=CCCCCC1CC1,0.2286
52408,O=CCCCCC1CO1,0.2289
52409,O=CCCCCN1CC1,0.2167
52410,O=CCCCOC1CC1,0.2293
52411,O=CCCOCC1CC1,0.2282
52412,O=CCCOCC1CN1,0.2231
52413,O=CCCOCC1CO1,0.2284
52414,O=CCOCCC1CC1,0.229
52415,O=CCOCCC1CO1,0.2293
52416,O=CCOCCN1CC1,0.21
52417,O=CNCCCC1CC1,0.2834
52418,O=CNCCCC1CO1,0.283
52419,O=CNCCCN1CC1,0.2693
52420,O=CNCCOC1CC1,0.2831
52421,O=COCCCC1CC1,0.2861
52422,O=COCCCC1CO1,0.2835
52423,O=COCCCN1CC1,0.2525
52424,O=COCCOC1CC1,0.2758
52425,N=COCCCCC#N,0.2839
52426,N=COCCNCC#N,0.2652
52427,N=COCCOCC#C,0.2772
52428,N=COCCOCC#N,0.2647
52429,O=CCCCCCC#C,0.2285
52430,O=CCCCCCC#N,0.2289
52431,O=CCCCNCC#N,0.227
52432,O=CCCCOCC#C,0.23
52433,O=CCCCOCC#N,0.23
52434,O=CCCOCCC#C,0.2282
52435,O=CCCOCCC#N,0.2284
52436,O=CCOCCCC#C,0.229
52437,O=CCOCCCC#N,0.2295
52438,O=CNCCCCC#C,0.2824
52439,O=CNCCCCC#N,0.2804
52440,O=CNCCNCC#N,0.2706
52441,O=CNCCOCC#C,0.2712
52442,O=CNCCOCC#N,0.2581
52443,O=COCCCCC#C,0.2754
52444,O=COCCCCC#N,0.2866
52445,O=COCCNCC#N,0.2579
52446,O=COCCOCC#C,0.282
52447,O=COCCOCC#N,0.2767
52448,N=COCCCCC=O,0.229
52449,N=COCCCNC=O,0.2765
52450,N=COCCCOC=N,0.2819
52451,N=COCCCOC=O,0.2738
52452,N=COCCOCC=O,0.2265
52453,O=CCCCCCC=O,0.2249
52454,O=CCCCCNC=O,0.227
52455,O=CCCCCOC=O,0.2286
52456,O=CCCCOCC=O,0.2244
52457,O=CCCOCCC=O,0.2247
52458,O=CCOCCNC=O,0.2183
52459,O=CCOCCOC=O,0.2295
52460,O=CNCCCNC=O,0.2742
52461,O=CNCCCOC=O,0.2669
52462,O=COCCCOC=O,0.2846
52463,CC#CC#CC#CC#C,0.1589
52464,CC#CC#CC#CC#N,0.1628
52465,CC#CC#CC#CC=O,0.1508
52466,CC#CC#CC(=O)C#C,0.1622
52467,CC#CC#CC(=O)C#N,0.1582
52468,CC#CC#CC(=O)C=O,0.1492
52469,CC#CC#CC(C)(C)C,0.2283
52470,CC#CC#CC(C)(C)O,0.222
52471,CC#CC#CC(C)C#C,0.2247
52472,CC#CC#CC(C)C#N,0.2229
52473,CC#CC#CC(N)C#N,0.2188
52474,CC#CC#CC(O)C#C,0.2151
52475,CC#CC#CC(O)C#N,0.2134
52476,CC#CC#CC(C)C=O,0.1971
52477,CC#CC#CC(O)C=O,0.1893
52478,CC#CC#CC1(C)CC1,0.216
52479,CC#CC#CC1(C)CN1,0.2099
52480,CC#CC#CC1(C)CO1,0.2146
52481,CC#CC#CC1(O)CC1,0.2082
52482,CC#CC#CC1CC1C,0.214
52483,CC#CC#CC1CC1O,0.2135
52484,CC#CC#CC1CN1C,0.2043
52485,CC#CC#CC1NC1C,0.2147
52486,CC#CC#CC1OC1C,0.2117
52487,CC#CC#CC1CCC1,0.2218
52488,CC#CC#CC1CCO1,0.2128
52489,CC#CC#CC1COC1,0.2215
52490,CC#CC#CCC(C)=O,0.212
52491,CC#CC#CCC(N)=O,0.2245
52492,CC#CC#CCC(C)C,0.2262
52493,CC#CC#CCC(C)O,0.226
52494,CC#CC#CCC1CC1,0.2264
52495,CC#CC#CCC1CN1,0.2257
52496,CC#CC#CCC1CO1,0.2255
52497,CC#CC#CCN1CC1,0.2207
52498,CC#CC#CCCC#C,0.225
52499,CC#CC#CCCC#N,0.2239
52500,CC#CC#CCCC=O,0.2028
52501,CC#CC#CCNC=O,0.2191
52502,CC#CC#CCOC=N,0.2171
52503,CC#CC#CCOC=O,0.2168
52504,CC#CC(=O)C#CC#C,0.1675
52505,CC#CC(=O)C#CC#N,0.1726
52506,CC#CC(=O)C#CC=O,0.1873
52507,CC#CC(=O)C(=O)C#C,0.1522
52508,CC#CC(=O)C(=O)C#N,0.1531
52509,CC#CC(=O)C(=O)C=O,0.1202
52510,CC#CC(=O)C(C)(C)C,0.2034
52511,CC#CC(=O)C(C)(C)O,0.2024
52512,CC#CC(=O)C(C)C#C,0.1979
52513,CC#CC(=O)C(C)C#N,0.2072
52514,CC#CC(=O)C(O)C#C,0.1946
52515,CC#CC(=O)C(O)C#N,0.2117
52516,CC#CC(=N)N(C)C=O,0.2098
52517,CC#CC(=O)C(C)C=O,0.1856
52518,CC#CC(=O)C(O)C=O,0.1753
52519,CC#CC(=O)N(C)C=N,0.2054
52520,CC#CC(=O)N(C)C=O,0.2028
52521,CC#CC(=O)C1(C)CC1,0.2039
52522,CC#CC(=O)C1(C)CN1,0.1927
52523,CC#CC(=O)C1(C)CO1,0.1988
52524,CC#CC(=O)C1(O)CC1,0.1945
52525,CC#CC(=O)C1CC1C,0.2038
52526,CC#CC(=O)C1CC1O,0.186
52527,CC#CC(=O)C1CN1C,0.1724
52528,CC#CC(=O)C1NC1C,0.1966
52529,CC#CC(=O)C1OC1C,0.1985
52530,CC#CC(=O)N1CC1C,0.2181
52531,CC#CC(=O)C1CCC1,0.2043
52532,CC#CC(=O)C1CCO1,0.1937
52533,CC#CC(=O)C1COC1,0.1954
52534,CC#CC(=O)N1CCC1,0.2217
52535,CC#CC(=N)NC(C)=O,0.2164
52536,CC#CC(=N)NC(N)=O,0.2242
52537,CC#CC(=N)OC(C)=O,0.2239
52538,CC#CC(=N)OC(N)=O,0.231
52539,CC#CC(=O)CC(C)=O,0.1838
52540,CC#CC(=O)CC(N)=O,0.1787
52541,CC#CC(=O)NC(C)=N,0.2137
52542,CC#CC(=O)NC(C)=O,0.2011
52543,CC#CC(=O)NC(N)=N,0.1904
52544,CC#CC(=O)NC(N)=O,0.2136
52545,CC#CC(=O)OC(C)=N,0.2283
52546,CC#CC(=N)OC(C)C,0.2371
52547,CC#CC(=O)CC(C)C,0.2081
52548,CC#CC(=O)CC(C)O,0.1952
52549,CC#CC(=O)CN(C)C,0.1714
52550,CC#CC(=O)NC(C)C,0.2317
52551,CC#CC(=O)OC(C)C,0.2337
52552,CC#CC(=N)OC1CC1,0.237
52553,CC#CC(=O)CC1CC1,0.2013
52554,CC#CC(=O)CC1CN1,0.194
52555,CC#CC(=O)CC1CO1,0.2082
52556,CC#CC(=O)CN1CC1,0.1942
52557,CC#CC(=O)NC1CC1,0.2295
52558,CC#CC(=O)OC1CC1,0.2331
52559,CC#CC(=N)OCC#C,0.238
52560,CC#CC(=N)OCC#N,0.2364
52561,CC#CC(=O)CCC#C,0.204
52562,CC#CC(=O)CCC#N,0.2107
52563,CC#CC(=O)NCC#C,0.232
52564,CC#CC(=O)NCC#N,0.2349
52565,CC#CC(=O)OCC#C,0.2335
52566,CC#CC(=O)OCC#N,0.2327
52567,CC#CC(=N)OCC=O,0.2203
52568,CC#CC(=O)CCC=O,0.1956
52569,CC#CC(=O)CNC=O,0.1852
52570,CC#CC(=O)COC=N,0.1921
52571,CC#CC(=O)COC=O,0.2035
52572,CC#CC(=O)NCC=O,0.2165
52573,CC#CC(=O)OCC=O,0.2139
52574,CC#CC(C#C)C#CC,0.2844
52575,CC#CC(C#N)C#CC,0.2825
52576,CC#CC(C#C)C(C)=O,0.221
52577,CC#CC(C#C)C(N)=O,0.2587
52578,CC#C[C-](C#N)C(N)=[NH2+],0.1859
52579,CC#CC(C#C)C(C)C,0.2867
52580,CC#CC(C#C)C(C)O,0.2793
52581,CC#CC(C#N)C(C)C,0.2867
52582,CC#CC(C#N)C(C)O,0.2902
52583,CC#CC(C#N)N(C)C,0.2475
52584,CC#CC(C#C)C1CC1,0.2883
52585,CC#CC(C#C)C1CN1,0.2731
52586,CC#CC(C#C)C1CO1,0.2831
52587,CC#CC(C#C)N1CC1,0.267
52588,CC#CC(C#N)C1CC1,0.2875
52589,CC#CC(C#N)C1CN1,0.2689
52590,CC#CC(C#N)C1CO1,0.2816
52591,CC#CC(C#N)N1CC1,0.2621
52592,CC#CC(C)(C#C)C#C,0.2824
52593,CC#CC(C)(C#C)C#N,0.2808
52594,CC#CC(C)(C#N)C#N,0.2789
52595,CC#CC(N)(C#C)C#C,0.2556
52596,CC#CC(N)(C#C)C#N,0.2539
52597,CC#CC(N)(C#N)C#N,0.2514
52598,CC#CC(O)(C#C)C#C,0.2536
52599,CC#CC(O)(C#C)C#N,0.2508
52600,CC#CC(O)(C#N)C#N,0.2543
52601,CC#CC(C)(C)C#CC,0.2825
52602,CC#CC(C)(O)C#CC,0.2684
52603,CC#CC(C)(C)C(C)=O,0.2257
52604,CC#CC(C)(C)C(N)=O,0.2696
52605,CC#CC(C)([NH3+])C([O-])=O,0.2634
52606,CC#CC(C)(O)C(C)=O,0.217
52607,CC#CC(C)(O)C(N)=O,0.2528
52608,CC#CC(C)(C)C(C)C,0.3061
52609,CC#CC(C)(C)C(C)O,0.3032
52610,CC#CC(C)(O)C(C)C,0.2922
52611,CC#CC(C)(O)C(C)O,0.2863
52612,CC#CC(C)(C)C1CC1,0.3052
52613,CC#CC(C)(C)C1CO1,0.3026
52614,CC#CC(C)(C)N1CC1,0.2821
52615,CC#CC(C)(O)C1CC1,0.2898
52616,CC#CC(C)(O)C1CN1,0.2712
52617,CC#CC(C)(O)C1CO1,0.2851
52618,CC#CC(C)(C)CC#C,0.2869
52619,CC#CC(C)(C)CC#N,0.2831
52620,CC#CC(C)(N)CC#N,0.2734
52621,CC#CC(C)(O)CC#C,0.2837
52622,CC#CC(C)(O)CC#N,0.2858
52623,CC#CC(C)(C)CC=O,0.2157
52624,CC#CC(C)(C)NC=O,0.2746
52625,CC#CC(C)(C)OC=N,0.279
52626,CC#CC(C)(C)OC=O,0.2718
52627,CC#CC(C)(O)CC=O,0.2195
52628,CC#CC(C)(C=O)C#C,0.213
52629,CC#CC(C)(C=O)C#N,0.2183
52630,CC#CC(O)(C=O)C#C,0.215
52631,CC#CC(O)(C=O)C#N,0.2157
52632,CC#CC(C)(C=O)C=O,0.2049
52633,CC#CC(O)(C=O)C=O,0.1991
52634,CC#CC(N)=NCC#N,0.2219
52635,CC#CC(C)C#CC#C,0.2283
52636,CC#CC(C)C#CC#N,0.2272
52637,CC#CC(N)C#CC#N,0.2208
52638,CC#CC(O)C#CC#C,0.2183
52639,CC#CC(O)C#CC#N,0.2219
52640,CC#CC(C)C#CC=O,0.2003
52641,CC#CC(O)C#CC=O,0.2022
52642,CC#CC(C)C(=O)C#C,0.1871
52643,CC#CC(C)C(=O)C#N,0.1791
52644,CC#CC(O)C(=O)C#C,0.1798
52645,CC#CC(O)C(=O)C#N,0.1729
52646,CC#CC(C)C(=O)C=O,0.1461
52647,CC#CC(O)C(=O)C=O,0.1481
52648,CC#CC(C)C(C)(C)C,0.3002
52649,CC#CC(C)C(C)(C)O,0.2945
52650,CC#CC(O)C(C)(C)C,0.2864
52651,CC#CC(O)C(C)(C)O,0.2804
52652,CC#CC(C)C(C)C#C,0.2887
52653,CC#CC(C)C(C)C#N,0.2874
52654,CC#CC(C)C(N)C#N,0.2746
52655,CC#CC(C)C(O)C#C,0.2702
52656,CC#CC(C)C(O)C#N,0.267
52657,CC#CC(N)C(C)C#N,0.2703
52658,CC#CC(N)C(N)C#N,0.2626
52659,CC#CC(N)C(O)C#N,0.2538
52660,CC#CC(O)C(C)C#C,0.2795
52661,CC#CC(O)C(C)C#N,0.2836
52662,CC#CC(O)C(N)C#N,0.2843
52663,CC#CC(O)C(O)C#C,0.2685
52664,CC#CC(O)C(O)C#N,0.2808
52665,CC#CC(C)C(C)C=O,0.2208
52666,CC#CC(C)C(O)C=O,0.2021
52667,CC#CC(C)N(C)C=O,0.27
52668,CC#CC(O)C(C)C=O,0.2247
52669,CC#CC(O)C(O)C=O,0.2122
52670,CC#CC(C)C1(C)CC1,0.3012
52671,CC#CC(C)C1(C)CO1,0.2992
52672,CC#CC(C)C1(O)CC1,0.298
52673,CC#CC(O)C1(C)CC1,0.2877
52674,CC#CC(O)C1(C)CN1,0.2657
52675,CC#CC(O)C1(C)CO1,0.2916
52676,CC#CC(O)C1(O)CC1,0.2938
52677,CC#CC(C)C1CC1C,0.3014
52678,CC#CC(C)C1CC1O,0.3007
52679,CC#CC(C)C1CN1C,0.2779
52680,CC#CC(C)C1OC1C,0.3027
52681,CC#CC(C)N1CC1C,0.271
52682,CC#CC(O)C1CC1C,0.2863
52683,CC#CC(O)C1CC1O,0.2613
52684,CC#CC(O)C1CN1C,0.2581
52685,CC#CC(O)C1NC1C,0.2767
52686,CC#CC(O)C1OC1C,0.28
52687,CC#CC(C)C1CCC1,0.301
52688,CC#CC(C)C1CCO1,0.292
52689,CC#CC(C)C1COC1,0.2976
52690,CC#CC(O)C1CCC1,0.285
52691,CC#CC(O)C1CCO1,0.2871
52692,CC#CC(O)C1COC1,0.2747
52693,CC#CC(C)CC(C)=O,0.2239
52694,CC#CC(C)CC(N)=O,0.2664
52695,CC#CC(C)NC(C)=O,0.2692
52696,CC#CC(C)NC(N)=O,0.2862
52697,CC#CC(C)OC(C)=N,0.2745
52698,CC#CC(C)OC(C)=O,0.2673
52699,CC#CC(C)OC(N)=O,0.288
52700,CC#CC([NH3+])CC([O-])=O,0.265
52701,CC#CC(O)CC(C)=O,0.2261
52702,CC#CC(O)CC(N)=O,0.2559
52703,CC#CC(C)CC(C)C,0.2996
52704,CC#CC(C)CC(C)O,0.2997
52705,CC#CC(C)OC(C)C,0.2933
52706,CC#CC(O)CC(C)C,0.2869
52707,CC#CC(O)CC(C)O,0.2846
52708,CC#CC(C)CC1CC1,0.303
52709,CC#CC(C)CC1CO1,0.3024
52710,CC#CC(C)CN1CC1,0.2971
52711,CC#CC(C)OC1CC1,0.2821
52712,CC#CC(O)CC1CC1,0.287
52713,CC#CC(O)CC1CN1,0.2751
52714,CC#CC(O)CC1CO1,0.2861
52715,CC#CC(O)CN1CC1,0.2699
52716,CC#CC(C)CCC#C,0.2901
52717,CC#CC(C)CCC#N,0.2838
52718,CC#CC(C)NCC#N,0.2612
52719,CC#CC(C)OCC#C,0.2693
52720,CC#CC(C)OCC#N,0.2617
52721,CC#CC(O)CCC#C,0.2841
52722,CC#CC(O)CCC#N,0.2881
52723,CC#CC(C)CCC=O,0.2231
